,re_id,topic,comment
4,658030,有台灣風味嘅便當🍱,"<section class=""review-container"">
                    食完當去左台灣 Taiwan 🇹🇼?<br/>誠品入面有間台灣餐廳<br/>有3大類：<br/>台式便當、紅燒湯麵、肉燥乾拌麵<br/>不過要講一講果日個姐姐係咁比錯野我地<br/>我地叫咗個麵食 佢比咗個飯<br/>


Er......😶<br/>之後叫咗個小食拼盤<br/>佢又漏咗俾😪😪😪<br/>.<br/>

<br/>👆🏻香酥腿便當 $63<br/>好大個雞腿🍗 好香口脆卜卜<br/>真係幾有台灣風味<br/>仲包一杯指定飲品（有3款）<br/>.<br/>賣相 ⭐️⭐️⭐️🌛<br/>味道 ⭐️⭐️⭐️⭐️<br/>環境 ⭐️⭐️⭐️⭐️<br/>CP值 ⭐️⭐️⭐️⭐️<br/>服務 ⭐️⭐️<br/>推介 ⭐️⭐️⭐️⭐️<br/>.<br/>百芳池上便當 (太古城中心) (太古)<br/>太古太古城道18號太古城中心1樓誠品生活L111號舖<br/>.<br/>#太古美食 #太古城美食 #太古城中心  #太古城誠品生活地下 #百芳池上便當 #taiwan #taiwanfood #taiwanesefood
                </section>"
5,658030,台灣滋味😋,"<section class=""review-container"">
                    心血來潮想吃台灣的美食😋於是便去了常常光顧的百芳池上便當，記得這是朋友介紹我吃的，她說是她最喜歡的台灣食店呢！<br/><br/>

<br/>台灣的紅燒牛肉麵是我的最愛，這家的牛肉麵也好比台灣的味道☺️牛肉非常多，而且夠林身，不會有肥膏，湯的味道也是濃濃的，加上有蘿蔔、紅蘿蔔、小白菜和滷水蛋等配料，非常足料呢！<br/><br/>

<br/>便當有肉碎和很多粟米🌽甜甜香香的，而鹽酥雞炸得香酥又不會乾，是嫩滑的雞肉🤤鹽酥味道剛好，不會太咸。湯麵和便當均加了不少芫荽，不愛吃芫荽的朋友記得走荽呀！<br/><br/>

<br/>兩個主食又點可以滿足我倆的大胃口呢，我們還叫了花枝丸，看上去平平無奇、普普通通一粒花枝丸，咬下去哇了一聲！😂想不到裏面有大大粒墨魚肉，非常驚喜呢！<br/><br/>

<br/>怎麼可以沒有台式飲品呢？珍珠奶茶經常喝，轉豆漿感覺比較健康😂味道不錯，珍珠煙韌好咬。<br/><br/>


很多芋泥呢！記得要搖勻才喝呀。這杯飲品的糖度是固定的，因為製作芋泥時已經加了糖。<br/>
</section>"
6,658030,簡單經濟兼美味的台式美食,"<section class=""review-container"">
                    今天來了太古城中心逛街，陪媽咪到誠品買茶葉，見到百芳池上便當有位，便順道食埋午餐至走。<br/>我們叫了炸豬扒紅燒湯麵、慢滷豬手便當，及台灣夜市香腸，飲品叫了原味鮮豆漿，和芋頭鮮奶小芋圓。



    

食物份量十足，味道非常地道，真像去了台灣旅行般<div class=""or-sprite-inline-block write-re-icon-tongue""></div>




炸豬扒大大件，肉質很稔，醃得入味<div class=""or-sprite-inline-block write-re-icon-sp-12""></div>


紅燒湯麵湯底微辣，非常惹味，麵質彈牙，食落好有口感<div class=""or-sprite-inline-block write-re-icon-sp-20""></div>


慢滷豬手便當大家一定要試，豬手肉質充滿彈性，滷水非常入味，配菜非常豐富，最愛粟米粒及粉絲，伴飯一流<div class=""or-sprite-inline-block write-re-icon-sp-05""></div>


台灣夜市香腸令人一食難忘，香腸爽口，外脆內軟，非常juicy<div class=""or-sprite-inline-block write-re-icon-sp-11""></div>


芋頭鮮奶小芋圓材料非常豐富，啖啖都有奶香及芋頭香，小芋圓份量好多吖



    

豆漿豆味好濃，媽咪也讚不絕口



    

</section>"
7,658030,堂食等到懷疑人生😥,"<section class=""review-container"">
                    我12:22分落單等咗差唔多半個鐘都未整好，見到我前面等外賣啲人走完一派又一派我都未有得攞。我見openrice啲comment都係話要等好耐，我就繼續等，聽佢叫完72號，以為就快到我73號，點知等咗10分鐘都未叫到😓外賣就係咁叫。我終於忍唔住行埋去問，佢就話下一份到，見到原來野飲一早整好，係個飯未得，結果拎到杯茶都唔熱，如果我買凍飲，應該啲冰會融晒。我坐低食野時好多人走去問幾時有，我諗佢哋真係做唔切order。野食味道係ok, 但要等咁耐就唔係幾ok,等得嚟都要返公司喇😥
                </section>"
8,658030,高水準台式便當,"<section class=""review-container"">
                    之前食这间台式便当都是外卖，今次终于可以坐下同老婆慢慢享受。<br/>

<br/><br/>先叫了个小食炸花枝丸($20): 花枝丸炸过后热腾腾，很香口，加点点的酱汁，不错不错。<br/>主食叫了红烧牛丸牛根面 ($64)和卤肉饭便当 ($55)。<br/>

<br/><br/>

<br/><br/>红烧牛丸牛根面的牛肉汤好浓味，真想饮清碗汤。面条吸满了牛肉汤，真系好正。牛根和牛丸份量很好,。牛根爽口，很有口感。<br/>至于卤肉饭，我发现几间的质素都很好很平均。卤肉粒仍然是香口，粉丝完全吸满卤水汁，粟米粒清甜，微辣的味菜三样加在一起𩠌饭，丰富味道尽在口中，赞呀。<br/>我们叫了一杯芋头豆乳小芋圆($24)和一杯小竽圆红茶拿铁($22)。我较喜欢芋头豆乳小芋圆，芋头容溶化在豆乳中，小芋圆烟烟韧韧好有嚼头，好饮好食。



    




</section>"
9,658030,入到書店都係揾食,"<section class=""review-container"">
                    不是讀書人就真的不是讀書人， 明明和老婆想入去誠品睇睇書才去吃晚飯， 但途中竟然被位於誠品內百芳池上的台式便當相片所迷住， 不能自拔的進入店內乖乖坐下叫東西吃。<br/><br/>


<br/>最吸引我的是一款香酥腿便當， 而我老婆就被另一款香酥豬扒肉燥乾拌麵所迷住。<br/><br/>香酥腿便當



    


<br/>腿比起圖片的賣相更為大隻， 外表炸得非常酥脆， 雞髀肉依然充滿肉汁， 非常嫩滑， 雞髀似用五香粉醃過， 香口隨後有微微的辛辣， 好好味。 而便當飯用料充足， 包括半隻鹵水蛋， 蔬菜，粟米，炒粉絲和一些好送飯的醃菜， 整體美味， 多元化而且營養豐富。 隨餐的飲品選了黑糖布丁鮮奶， 奶香和 黑糖的甘甜非常突出， 配上軟滑的鮮奶布甸， 感覺非常滿足。<br/><br/>香酥豬扒肉燥乾拌麵



    



<br/>豬扒充滿椒鹽和黑椒的香味， 好香口， 醃得入味而且保持軟身。 肉燥拌飯比較普遍， 原來配搭這款軟身的麵條也相當夾， 肉燥香濃， 滷汁帶微甜非常容易入口。 隨餐再有小食皮蛋豆腐， 豆腐滑溜皮蛋香而且順口， 醬汁比較濃味， 配麵條吃也不錯。 餐飲的珍珠奶茶也充滿茶香， 奶帶甘而且分量剛好， 互展所長。<br/><br/>可能因為平日的關係， 吃飽行出去書店也接近打烊了， 睇書還是留返下次吧！
                </section>"
10,658030,台灣味道,"<section class=""review-container"">
                    今日去咗太古城入邊嘅誠品書店，行到有啲肚餓，見到有間百芳池上便當，好有台灣風味咁，就試下啦！見佢個menu 有勁多選擇，但一眼就俾個雞髀吸引咗🤤<br/><br/>香酥腿便當<br/>

<br/>便當中有好多蔬菜有西蘭花有粟米仲有啲好好味嘅粉絲，仲有唔少得半隻滷蛋。仲有台式飲品，本身跟餐送紅茶綠茶，我叫咗黑糖珍珠鮮奶～好邪惡呀但真係食台灣嘢必飲，絕配，大滿足🙈<br/>

<br/>雞腿另上，超熱辣辣，香酥脆！外面脆皮加上濃濃嘅台灣香料調味，因為剛剛炸起內裡雞肉超嫩滑🤤<br/>

<br/>台灣必食涼拌小食，豆腐皮蛋，仲有超多木魚絲！食完勁開胃，涼浸浸～<br/>

<br/>另一個係炸豬扒肉燥乾拌麵，炸嘢好新鮮完部即炸，肉燥乾拌麵個肉燥好正！麵又好香，啱晒我唔食飯嘅人～<br/>


<br/>Menu選擇同配搭都好多！下次可以試下其他！
                </section>"
11,658030,美味台灣便當,"<section class=""review-container"">
                    有睇開我介紹，台灣的食物一直是我的最愛😋其中台灣便當是我每次到台灣都要吃的食物，雖然價錢不是很貴，但是能體驗當地的一種食物文化，其實是很值得的🤩<br/>-<br/>上網搜尋一下資料，找到一間主打台灣便當的餐廳🤩他們在香港有多間分店，售賣多款台式便當、紅燒湯麵、肉燥乾拌麵、小食和飲品😋與台灣相比，便當的價錢會較貴，不過能夠在香港回味一下已經很值得了🥰<br/>-<br/>1️⃣台灣鹽酥雞便當 $59<br/>這個鹽酥雞有很香濃的九層塔香味，炸成金黃色的外觀，又香又吸引🤤炸皮很薄，內裏的雞肉很嫩滑，而且剛好是一口size，一口接着一口吃，非常滋味😋便當的話，配菜有我喜歡的爽脆菜脯🤩還有粟米肉碎、粉絲、半隻滷水蛋和炒菜，有菜有肉，很健康👍🏻



    
<br/>

<br/>-<br/>2️⃣芋頭鮮奶（跟餐加$27）<br/>其實這杯芋頭鮮奶是我蠻推薦的，因為它比外面賣的是比較真材實料👍🏻芋泥很綿滑，份量很多，與鮮奶的比例是一半一半，融合起來很像喝芋頭奶昔🤤



    
<br/>-<br/>3️⃣滷雞扒肉燥乾拌麵 $66<br/>滷雞扒很入味，不會過鹹，當小食來吃都不錯😋肉燥是半肥瘦的滷肉，拌麵吃起來跟滷肉飯差不多，都很開胃，停不了口🤤



    
<br/>-<br/>4️⃣黑糖珍珠仙草鮮奶 （跟餐加$21）<br/>黑糖鮮奶一直是我的最愛🥰珍珠很有彈性，仙草很滑，材料新鮮的話，整杯飲品都很好喝😋<br/>-<br/>5️⃣台式古早味香腸（跟餐加$25）<br/>如果台式香腸沒有肥肉就不夠正宗，但太多肥肉又會唔健康，幸好這個香腸是一半肥肉一半瘦肉，皮燒得又夠脆，正😋



    


<br/>



</section>"
12,658030,Yummy!,"<section class=""review-container"">
                    Beef soup was tasty and no MSG,  side Veggie was good and tasty, beef was tender and not dry, fry chicken was crispy and good size ( not too small), my favourite was fry chicken with <br/>rice and beef noodle, so yummy and satisfying!!<br/>I have been  ordering many time, so far so good! Keep it on! <br/><br/><br/>
</section>"
13,658030,好掛住台灣呀,"<section class=""review-container"">
                    好耐無得食台灣菜 放工去左附近搵食<br/><br/>下午茶餐好似好抵食 又好味 幾時先可以下午唔使返工呀<br/><br/><br/>

<br/><br/>都係睇番晚餐menu 喇 兩個人要一個便當 一個麵 應該夠。<br/>試下新品 滷豬手<br/><br/>麵就要 紅燒湯麵配豬排<br/><br/>

<br/><br/>



<br/><br/>如果即刻返屋企 一定買支台灣啤試下<br/><br/>係收銀處落單 再等 自助取餐 前後10mins 都唔使 坐的空間又大 非常舒服<br/><br/>豬排都幾大塊 五香味 少少胡椒味 唔油膩 <br/>麵湯夠濃 辣味適中 麵都幾多下 仲有滷蛋<br/><br/>豬手都好入味 無台灣街邊滷味檔咁濃和甜<br/>皮爽口 又厚 最緊要無毛毛<br/><br/>便當配粉絲 粉絲超好味 好似蒜蓉蒸海鮮個種鮮味 <br/>有人order時仲話要 少飯多粉絲 <br/>出一個獨立dish 都得呀 當然飯都係好好味 粒粒煙韌<br/><br/>同行的人 堅持要叫個台灣腸 其實我不喜歡 因為台灣腸偏甜<br/><br/>不過 池上便當的腸又ok wor<br/>脆皮 唔油膩 減甜 又切好一片片 脆皮又無斷開<br/><br/>叫左兩個野飲 <br/><br/>熱紅豆豆乳 無糖 紅豆的甜已經足夠<br/>紅豆份量超多 最後目測有個杯的一寸高<br/><br/>芋頭牛奶 都好好 芋頭夠晒濃厚<br/>下面仲有d 丸丸 <br/>






<br/><br/>
</section>"
14,658030,精巧便當,"<section class=""review-container"">


要找一間又快又好吃的食店，在太古這間是不二之選，精巧便當在此尋。<br/><br/>


台灣焢肉便當，這個便當有菜有肉有飯，還有蛋和粉絲，腩肉在口內化開，那種油份滿口的感覺使人滿足，滷蛋味道香濃，粉絲配菜脯令人開胃。<br/>


紅燒牛丸牛筋麵，牛丸不是普通貨色，每啖也充滿牛肉的肉味，而且非常彈牙，牛筋更是亮點，因炆得軟滑入味，面質彈牙可口。<br/>


夜市花枝丸，花枝丸炸得外脆內軟，落了一些椒鹽更是惹味。<br/>


芋頭豆乳小芋圓，可以用真材實料來形容這一杯飲品，內裏的芋泥真的多，但這店可做到 綿滑，又可用飲管飲用，豆乳味濃郁，芋圓一粒一粒滿滿的使人非常滿足。<br/>


黑糖珍珠仙草鮮奶，味道非常甜美，珍珠也是特多的，而且是質素高的那一種。<br/><br/>味道: 值得一試<br/>環境: 舒適<br/>衛生: 整潔<br/>服務: 尚可



    


<br/>價錢: 超值
                </section>"
15,658030,台式便當🍱夠風味,"<section class=""review-container"">
                    有時返工真係無時間食晏，想快快趣買一個有質嘅便當🍱，可以試試呢一間台式料理。一個經濟價錢連台式飲品都可以有好多款套餐可以選擇，味道還不錯☺️<br/>———————————————————————————<br/>🥢百芳豬扒便當🍱➕🧋<br/>💬外表其實都幾普通，但其實都好豐富，台式豬扒大大塊，配有粟米🌽、炒粉絲、椰菜🥬、滷蛋🥚，令人太掛住去台灣旅行🧳搭台鐵🚉嗰種懷舊便當🍱嘅感覺，加埋杯台式飲品就啱晒☺️



    



</section>"
16,658030,<太古> 大份夾抵食,"<section class=""review-container"">
                    #灰到太古 #灰到食台灣菜<br/>🔻百芳滷雞扒便當 配碳焙烏龍 $63<br/>便當份量好多，除左雞扒同飯之外仲有好多配菜(粉絲、粟米、滷蛋、菜脯)，外食嚟講算比較健康🤣雞扒滷得入味，而我就將所有配菜撈埋一齊食，有更多味道變化。烏龍茶偏淡同順口。<br/>-<br/>👅食後感：食物味道係唔錯，堂食環境普通，適合外賣拎走，不過唔建議叫熱飲，因為個杯完全唔隔熱，熱到完全拎唔到😳<br/>-<br/>👀個人喜愛度：6.5/10<br/>-<br/>🚩百芳池上便當 (太古城中心)<br/>太古太古城道18號太古城中心1期1樓誠品生活L111號舖<br/>-<br/>#美食 #香港美食 #hk #hkfood #foodie #hkfoodie #香港 #홍콩 #맛집 #음식 #台灣 #便當<br/><br/>

<br/>
</section>"
17,658030,我最懷念的台灣 太古城百芳池上便當,"<section class=""review-container"">
                    以前搭長途台鐵，總會買份便當，喺㗎火車度欣賞風景，然後會有一個台灣靚仔行埋嚟同我打招呼，問我目的地去邊......發完白日夢喇，原來坐我隔離嘅唔係台灣靚仔，只係M佬；火車嘅風景亦只係太古城誠品嘅畫面；但好彩仍然有份百芳池上便當，滿足了。



    
<br/><br/>皮蛋豆腐<br/>豆腐香滑，醬汁濃郁，仲有Q彈皮蛋，絕對係最佳配搭。



    
<br/><br/>香酥腿便當<br/>雞髀即叫即炸，雞髀成隻手掌咁大，炸到金黃鬆脆，雞肉嫩滑夠Juicy。店員細心地將飯同雞髀分開上，令雞髀嘅油分唔會流晒落個飯度，飯面仲要鋪滿炒粉絲、菜甫、栗米粒、椰菜、 紅蘿蔔絲同滷水蛋，分量十足，亦令食飯嘅時候多咗口感。



    
<br/>香酥豬扒肉燥乾拌麵<br/>豬扒醃得入味，炸粉唔厚，成塊豬扒夠大塊又無骨，最愛就係啖啖肉。拌麵上有好好肉燥，有肥有瘦，比例啱啱好。



    
<br/>芋頭豆乳小芋圓<br/>充滿豐富芋頭香味，除咗芋熔，仲有芋頭粒，芋香濃郁，勁有口感。伴隨住芋頭仲有豆乳，口味濃郁，同芋頭非常之match。<br/><br/>珍珠奶茶<br/>奶滑茶香，勁多珍珠，好解渴。



    
</section>"
18,658030,配料豐富的台式便當,"<section class=""review-container"">
                    星期五和同事到太古城食lunch。去到時已經見到有好多人排緊隊，但我之前試過堂食，唔洗5分鐘就有得食，所以就照排隊購買。<br/>下單後已有心理準備至少要等15分鐘左右，但係今次我們等了超過30分鐘先有得攞！當然其中一個原因是太多人食，但我地認為取餐時有D混亂。見佢地將即場落單既同網上下單既貨放埋一齊，每次有人問既時候要浪費少少時搵餐......如果可以諗下方法提高效率就好喇~<br/>不過~~佢既便當真係好好味<div class=""or-sprite-inline-block write-re-icon-sp-12""></div><br/>今次點了百芳滷雞翼便當和綠茶。雞翼好入味，綠茶有點甜。朋友給了一塊豬扒我試~肉質軟腍，好味~<br/>不得不提便當的配料十分豐富，而已亦都好好味！有甜栗米、入味既粉絲和口感滿足既蛋~仲有D菜~成個便當好豐富和飽肚- <div class=""or-sprite-inline-block write-re-icon-sp-05""></div><br/>抵食~



    
</section>"
19,658030,快食之選☺️,"<section class=""review-container"">
                    2021/3/12<br/><br/>百芳池上便當<br/><br/>由於疫情關係，都好耐無同老公出去食飯！<br/>今日經過太古城中心，喺誠品行完之後，發現入邊有一間叫做百芳池上便當！原來係台式餐廳！<br/><br/>睇中左佢杯黑糖珍珠仙草奶茶！<br/>所以決定入去試下😆😆<br/><br/>我地點左一碗豬手便當 + 台式香腸<br/>同埋豬扒麵☺️☺️☺️<br/>台式香腸🥲一食就有種台灣味道<br/>好掛住去旅行既日子！<br/>豬扒麵個湯底好濃味！😍😍😍而豬扒都好香口！<br/>最重要係佢唔多骨，可以大口大口咁樣食，好鬼爽！<br/>食到停唔到口！！<br/><br/>飲埋杯黑糖奶茶 真係飽到頂點！！



    







</section>"
0,478507,Mr. Steak 半自助晚餐,"<section class=""review-container"">
                    嗰日假期喺Aeon買完嘢後有人提議去呢度食晚餐，話要試吓個龍蝦喎。<br/><br/><br/>Mr. Steak 晚市套餐有三款揀 - 精選晚餐 / 半自助晚餐 / 龍蝦生蠔。半。三款套餐價錢當然有唔同，第二及第三款套餐就有任食自助沙律吧和吧。店內提供西式菜式，牛扒、燒春雞、海鮮等樣樣齊。只要你喜歡食西餐嘅話唔需要擔心冇嘢啱食😝<br/><br/><br/>我哋落咗單後就行去自助沙律吧拎嘢食。一張長枱放滿了7-8款沙律， 有田園沙律、粟米沙律、燒南瓜等。每款食物都用蓋蓋住，確保衛生。是日餐湯喺沙律吧對面，估唔到當日嘅餐湯(番茄湯)都幾受食客歡迎😝<br/><br/><br/>主菜：<br/><br/>▫️芝士焗龍蝦半隻配安格斯小牛扒。呢個喺「龍蝦生蠔。半自助晚餐」(每位HKD328)嘅主菜。除咗任食自助沙律吧及吧外，仲包括有一份海鮮拼盤 (呢個就冇得任食喇😆😆)。新鮮生蠔、海螺、海蝦、青口配餐前白酒(套餐包埋㗎，唔洗另外叫)…爽！<br/><br/><br/>▫️ 芝士焗龍蝦 秘制醬焗豬肋排 (HKD245 - 半自助晚餐，包一杯水果茶)。半隻龍蝦加半塊肋骨，以半形式嚟講份量啱啱好。龍蝦肉幾爽口，食唔出有雪藏味。豬肋骨燒到好香，每一啖都充滿BBQ醬味😋<br/><br/><br/>▫️自助吧 - 成日聽人講食係用令一個胃，真係講得冇錯呀。吧比沙律吧更受歡迎，我見啲食客主菜都未食就去拎先😂木糠布甸、日式和果子、綠茶瑞士卷、麵包布甸、紐約芝士餅、啫喱，連豆腐花都有！款款都咁吸引難怪一推出就咁多人去攞啦！好彩refill都算頻密，冇出現食客企喺度等嘅情況。



    







</section>"
1,478507,抵食外賣,"<section class=""review-container"">
                    Mr steak既堂食semi buffet就食過 但外賣我都係第一次👋🏻<br/>見價錢唔貴又多種類所以外賣左個2人自選set 返屋企😳😳<br/>.<br/>佢就有4個餐既 我就揀左個最平既燒雞餐 $228🤣🤣🤣<br/>.<br/>哩個set份量多到我一個人拎都爭d投降😅 有2碗湯 4款沙律 4款 主菜薯蓉 2個主菜🤣🤣多到好似真係食緊咁<br/>.<br/>主菜燒雞好好食😳d肉幾嫩又多汁 燒得岩岩好 d皮又脆既 個薯蓉索晒d汁先正👍🏻 真心推介<br/>.<br/>食完燒雞再食炸芝士黑豚忌廉意粉 但哩個太少汁 同燒雞相較之下就失色左少少 但炸豚肉就好食 冇因為焗係個盒就淋晒😳😳之後我老豆倒d燒雞汁落意粉就食晒🤣🤣<br/>.<br/>前菜肉丸薯蓉好食👍🏻沙律就一定要揀熱情果蝦沙律同燒野菌沙律 好食 我自己一個食晒😋😋😋<br/>.<br/>湯就係意式蕃茄湯 我爸媽都話好飲 但飲完都幾飽下🤣🤣🤣<br/>.<br/>最後仲有4款 各樣2件 大推cheese cake同桂花糕😋😋😋<br/>.<br/>總結都幾抵食 其實個set真係豐富到2個人肯定食唔晒😂我係3個人食 都飽到捧住個肚 🤣 一家人懶得煮飯可以考慮 又多種類選擇想食乜都有👍🏻👍🏻👍🏻



    






</section>"
2,478507,Mr Steak 半自助午餐🍴,"<section class=""review-container"">
<b>好姊妹生日，同佢去左慶祝👅朋友推介Mr Steak lunch set 包埋任食沙律、餐湯及💕😋勁多食物選擇，而且食物質素唔錯，決定同好姊妹去食。</b>

<b><br/></b><b>餐牌上除了有半自助午餐外，還有午餐包括主菜、餐湯、和飲品。因為好姊妹喜歡吃，所以選擇了半自助午餐。</b>

<b><br/></b>

<b>自助沙律吧沙律種類非常多，而且擺放精緻美觀，衛生乾淨，每一盤食物都放上蓋子，避免在空氣中鋪塵，非常體貼。</b>

<b><br/></b>


<b>

</b><br/><br/><b>沙律類有薯仔沙律、青瓜蟹棒沙律、長通粉、麻醬豆腐、南瓜沙律、凱撒沙律等等</b>

<b><br/></b>


<b>類選擇也有大約10款左右，木糠布甸、抹茶蛋捲、黑森林蛋糕、草莓慕絲、布朗尼、檸檬撻、麵包布甸、豆腐花等等</b>

<b><br/></b>


<b><br/></b><br/><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b></b><br/><b><br/></b><b>

</b><br/><br/><b>

</b><br/><b><br/></b><b>

</b><br/><b>當日的餐湯是蕃茄湯，酸酸甜甜，非常開胃。</b>

<b>旁邊還有麵包和牛油供客人食用</b>


<b><br/></b><br/><br/><b>====—====—====—====—</b><br/><br/><b>🥗自助沙律 · 🍰吧 + 🍲精選餐湯</b><br/><br/><b>—</b><br/><br/><b>🥩黑毛安格斯肉眼扒（$208）</b>

<b><br/></b><br/><br/><b>安格斯肉眼扒大大塊，上桌時已經聞到非常香。肉眼扒肉質非常香濃，厚肉好吃。</b>

<b>🦞法式芝士焗龍蝦配特選部位牛扒（$218）</b>

<b><br/></b><br/><br/><b>海鮮控的我選了法式芝士焗龍蝦配特選部位牛扒。龍蝦蓋滿了芝士，非常邪惡。蝦肉質感彈牙，新鮮好吃。</b>

<b>特選部位牛扒也是不錯的，肉質同樣香濃美味，店員還細心地按客人味道喜好送上芥末醬。</b>


<b><br/></b><br/><br/><b>—</b><br/><br/><b>❤️配：鮮磨咖啡或茶☕</b>

<b>最後喝杯凍檸茶</b>
</section>"
3,478507,90分鐘晚市半自助餐算低食,"<section class=""review-container"">
                    星期五晚同女朋友係太古行街，見到MR.STEAK,女朋友又想食扒<div class=""or-sprite-inline-block write-re-icon-lol""></div>就試下哩間.<br/>入到去坐低，我先知原來有semi buffet 🤣<br/>因為我唔太肚餓，我叫咗最基本最平嘅雞肉野菌忌廉意大利麵$178<br/>


女朋友就叫左蜜糖芥茉烤英國開心豬柳$218<br/>哩個有驚喜<div class=""or-sprite-inline-block write-re-icon-lol""></div>豬扒厚切，又唔會鞋口<div class=""or-sprite-inline-block write-re-icon-mad""></div><div class=""or-sprite-inline-block write-re-icon-sp-12""></div>


食物水準幾好，但上菜速度好慢.個semi buffet 90分鐘，主菜最早個個都差唔多30分鐘先上.<br/>現場見到有幾個負責執枱手腳夠快<div class=""or-sprite-inline-block write-re-icon-sp-12""></div>但上菜員似得一個男，次次都係佢拎出嚟..唔知廚房慢定唔夠人手了.<br/>出邊沙律吧同吧款式唔小，餐湯同scone 都係任食.比較出色<div class=""or-sprite-inline-block write-re-icon-lol""></div>


<br/>總結一下，會再幫襯<div class=""or-sprite-inline-block write-re-icon-sp-05""></div><br/>
</section>"
4,478507,豐富抵食龍蝦牛扒生蠔半自助餐,"<section class=""review-container"">
                    有牛扒🥩有龍蝦🦞，仲有生蠔🦪，嘅半自助晚餐🤩🤩<br/><br/>餐廳空間夠大，座位夠多，唔會覺得好迫，而且服務好友善。 <br/><br/>龍蝦生蠔半（$328/人）<br/>✳️白酒、紅酒或特飲一杯<br/><br/>✳️鮮活生蠔🦪、海蝦🦐、青口、海螺<br/>兩個人有四隻生蠔🦪、各款海鮮都夠鮮甜。<br/>



<br/>✳️ 自助沙律吧一啲都唔馬虎，有蘑菇湯、英式鬆餅、超過10款嘅沙律🥗



    

<br/><br/>✳️芝士蟹肉焗龍蝦🦞、配美國極黑牛腰脊扒🥩、野菌意大利飯/ 芝士蟹肉焗龍蝦🦞、三文魚扒、帆立貝、野菌意大利飯<br/><br/>芝士焗龍蝦夠香，龍蝦肉亦爽彈鮮甜。 薄切牛扒好嫩滑。 三文魚扒煎得剛剛好，保持肉汁，唔太乾。 野菌意大利🇮🇹飯味道香濃，食落有口感。 <br/>


<br/>✳️自助，有木糠布甸、芝士蛋糕、檸檬撻、綠茶捲蛋、桂花糕、豆腐花等～～～～<br/>😍😍 滿足哂我呢個控！



    




</section>"
5,478507,豐富半自助餐,"<section class=""review-container"">
                    太古Mr. Steak位於太古康怡廣場，鄰近太古AEON，行街行到攰都可以過黎食返餐勁<div class=""or-sprite-inline-block write-re-icon-sp-05""></div><br/>




呢到設有普通晚餐，以及半自助晚餐，仲有一個龍蝦生蠔，好吸引<div class=""or-sprite-inline-block write-re-icon-mad""></div>當日我地都叫左半自助晚餐，出面既沙律吧同吧都可以任食<br/>


<br/>


見到外面既沙律吧款式非常多，應有盡有。南瓜、薯仔、蜜桃鴨胸沙律、螺絲粉<div class=""or-sprite-inline-block write-re-icon-sp-05""></div><br/>



餐湯同餐包都高質<div class=""or-sprite-inline-block write-re-icon-sp-12""></div>蕃茄湯味道濃郁新鮮<div class=""or-sprite-inline-block write-re-icon-sp-12""></div><br/>


第一份主菜係蜜糖芥末豬柳，見到咁厚身已經流晒口水<div class=""or-sprite-inline-block write-re-icon-mad""></div>肉質鮮嫩，輕輕力已經可以切開，入面熱辣辣。蜜糖芥末微甜，加上豬柳本身既焦香味配搭一流<div class=""or-sprite-inline-block write-re-icon-sp-05""></div><br/>

<br/>


另一份主菜係主廚精選烤肉盤，好豐富<div class=""or-sprite-inline-block write-re-icon-tongue""></div>分別有安格斯牛扒、羊鞍扒、燒雞、昆布倫腸。4款滋味可以一道菜食晒<div class=""or-sprite-inline-block write-re-icon-sp-12""></div><br/>


羊鞍扒粉嫩，見到個顏色好吸引，羊肉味好香，唔會太鹹<div class=""or-sprite-inline-block write-re-icon-lol""></div><br/>



安格斯牛扒好大塊，叫左5成熟，多肉汁，而且唔韌<div class=""or-sprite-inline-block write-re-icon-sp-12""></div>肉香美味，沒有overcook<div class=""or-sprite-inline-block write-re-icon-sp-12""></div><br/>


燒雞同肉腸都唔錯<div class=""or-sprite-inline-block write-re-icon-sp-12""></div>非常飽滿<div class=""or-sprite-inline-block write-re-icon-sp-12""></div>
</section>"
